text,real_label,pred_label,percentage
"  It is so unfair, Hustlaball, US citizens working here, Personal Appearances Expectations, Prowler, can I do that there?",negative,negative,0.9126
Viviann`s all minee. Yummm,positive,positive,0.9287
pretty bummed that it had to rain last nite! oh well  still had fun! Goldfish is highly overrated!,neutral,negative,0.4465
Just found out that one of my coworkers in St. Paul (who I actually know and talk to) got laid off. This blows.,negative,negative,0.937
"Morning all  sun is shining, birds are singing - time for a cuppa T in the garden while reading tweets  http://twitpic.com/4ws9r",neutral,positive,0.8765
??? weekend standby duty??????????????????????????????????????????????????,neutral,neutral,0.72
 yeah I can imagine!  Not nice   How much longer is your shift?,negative,negative,0.8991
"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",negative,negative,0.9175
 I hope they come,positive,positive,0.6413
i wanna go home,neutral,neutral,0.5027
" Not addicted, just sociable.",neutral,neutral,0.6385
Happy mothers day in 25 minutes everyone,positive,positive,0.9831
 Thanks! Good morning,positive,positive,0.9653
calling debby ryan!,neutral,neutral,0.7435
Knight Online Come Back,neutral,neutral,0.8161
 ) I can relate to the frustration.I ruined my wp blog many times during updates.They warn you a few times.'back the ^$!@# up',negative,negative,0.8194
 It`s IQ is high when it comes to knowledge about how to swim round`n`round in the bowl...,neutral,neutral,0.7326
 one of them is,neutral,neutral,0.6557
wow i love how we have no headache medicine in this house.,negative,positive,0.9058
 Hope you mom is okay,positive,positive,0.732
" hermits, such as myself, like to stay in",neutral,neutral,0.8502
" Hi, I hope Ray is o.k. Please give him our love and hope he returns soon. Hope its not too bad",positive,positive,0.9093
"Morning folks! Light tweeting today (`Hurrah!` from the crowd!) `cos I`ve a busy Friday. Me inside, sunshine out.",positive,positive,0.8627
Watching The Nightmare Before Christmas <3 Ask me if I care that neither Halloween nor Christmas is any time soon,neutral,neutral,0.6246
Got an email from  telling me I could have got my monday flight to SFO cheaper & Biz class if I had booked it tomorrow,negative,neutral,0.614
"@_everblue She actually posted again to say that it was the 2nd and not the 4th, so nevermind.",positive,neutral,0.7072
Yep. That good feeling didn`t last.  back to sleeping for me.,positive,negative,0.5535
This is too much lmbo (litterally) I have to stop b4 I lose my twitter buddies,neutral,negative,0.9215
had one of the greatest days ever! spent the whole day with besties & celebrated installs with the friends i love oh so much  <3,positive,positive,0.9927
"According to TweetStats I tweet more between the hours of 10am and 3am with Monday, Sunday and Saturday filled with Tweetage!",neutral,neutral,0.7724
"_lisa ...one online? Yeah, me",neutral,neutral,0.761
just had an orgasmic sandwich,positive,positive,0.8472
eating cheeto puffs,neutral,neutral,0.5441
happy mothers day to my mom & all the other mommies / moms to be! have a qood one ladies,positive,positive,0.99
 SO jealous...see if you can get some Dallas concert tix out of her...it`s all sold out!!,negative,negative,0.6606
"Oh, and I`m obviously back on my stupid sleep schedule. Luckily church isn`t until 2 tomorrow.",neutral,neutral,0.3887
Trying to save money for an iPod touch!,neutral,positive,0.6429
Aw! Tear! I feel special to da family.  Haha thanks girls i love yal,positive,positive,0.9873
" ermm, more like a full black upper half.  and some a completley grey",neutral,neutral,0.8601
 I remember the show... I don`t remember the hiccups...,neutral,neutral,0.6901
 whyyyy hellloooo! Thx 4 checkin up on me  how r things? http://myloc.me/G4p,neutral,neutral,0.6065
editing pictures,neutral,neutral,0.7965
" he was soooo great!!! loved him! He was so good live, haha it poured on us though... makes it that much better!",positive,positive,0.9935
Anybody to have good tips for budget lodging in Tokyo?,neutral,neutral,0.9064
_archie Haha it`s ok. Glad everything`s good. Happy always! Woohoo!,positive,positive,0.9865
If EVERYONE constantly retweeted that it would make it!,neutral,positive,0.8312
 here I am!,neutral,positive,0.573
 Aha! Well I`m from Ashington and going back to my old school in Sept. which will become Northumberland C of E Academy.,neutral,neutral,0.7386
"Yesterday was AWESOME ! Sunny day, best friends, good food & tons of fun - what more could you ask for ?",positive,positive,0.9931
"got to final table, but....went out third.  Don`t think I`ll be getting my free seat",negative,negative,0.6544
 I`m tryin not the be boring today . . . I just can`t seem to come up with thing to say,negative,negative,0.7033
"Oh, ew. That`s too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",negative,negative,0.9741
aw now where`s that little asian girl who runs round pooping her pants in public? i miss laughing at her.,negative,negative,0.8691
All I want to do is sit back & relax for a little while. How can that be this difficult?!,neutral,negative,0.5146
misses driving already,negative,negative,0.7707
sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!,positive,positive,0.9142
Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie.,positive,positive,0.9776
 I thimk you were working on those muscles we love so much.,positive,positive,0.8619
 OMG that is toooo funny!,positive,positive,0.9683
"Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are",positive,positive,0.9848
 http://twitpic.com/4m9up - ?s this your house ?? The dog is really sweet,positive,positive,0.9711
GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,positive,positive,0.886
 at once haha.  poor aby still gets sore!,negative,negative,0.4344
finally finished my marketing project only took me 7 hours..now just hanging out and relaxing,positive,positive,0.7996
 well I hovered over the button LOL NOT - sleep well Tiff and you are welcome,positive,positive,0.8057
"My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it`s ok for now,",neutral,positive,0.8619
"Oficially Back to work, all systems up and running smoothly",positive,positive,0.8625
" thank u, thank u, thank u for everything this weekend!! U guys are AMAZING. I`ll see u again at alpine! Thx for chattin w us 2!",positive,positive,0.9935
up way too early for a sunday.. watching old episodes of grey`s,neutral,neutral,0.505
 - thank you - I take that as a compliment if I may -,positive,positive,0.943
 You`re still welcome - the door`s wide enough for your zimmer frame,neutral,positive,0.886
" ah, I`m so sorry it  I played a game of PSP with my friend tonight, and returned a while ago.",negative,negative,0.6018
 Thanks amigo!,positive,positive,0.9059
ugh... dunno why im just not in the best of moods... how do i know if i have allergies? meh...,negative,negative,0.9385
"WOW, got killed on first wave of Horde on Gears. FAIL",neutral,negative,0.9548
**** QW,negative,neutral,0.793
 One`s gone to my husband who`s going alone  Other I might just leave at box office under a random name for anyone...,neutral,neutral,0.8149
 Laura elle s`en fou elle don`t like the french fans,negative,negative,0.7916
wow 2 months since i`ve been on twitter... supposed to go see Maat in PA but the James is sleepin,positive,negative,0.4606
 Unfortunately not,negative,negative,0.8248
The Goonies. Projected. On a garage door. With my friends. Amazing.,positive,positive,0.9681
 I`m chopped liver.,neutral,negative,0.7236
" Were you able to watch it online?!  I hope you were!  And yeah, Belinda Jensen was really good",positive,positive,0.9783
 paramore makes me want to punch babies  lol,neutral,negative,0.7729
Feeling lonely and in need a a good friend,negative,negative,0.5479
"Ok, shortened urls are fine and all but, please, give me more context other than just 'cool'. Not everyone has 'url-auto-expand'",neutral,neutral,0.6167
" Yes, actually there was some jam twitter traffic yesterday... But it can happen. Don`t worry",positive,neutral,0.4866
The toaster oven was my fault. Now I`m going to look like an idiot in front of my father.,negative,negative,0.9513
  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,positive,positive,0.6042
#mikeywayday? Count me IN,neutral,neutral,0.6046
"http://twitpic.com/4woxi - Btw, concert was freaking awesome",positive,positive,0.9857
" LOL, such a dork. Hmm, is that book pretty good? Maybe I should check it out. That`s why 4gb sucks  8 isn`t much better.",negative,negative,0.6741
love to but  already got plan  going to queen mary !,positive,positive,0.7684
[Wrong!]  thanx  your THE awesome! http://tinyurl.com/ddqpoa,positive,positive,0.7569
Happy Mothers Day to all you mothers out there!!  i love my mom! GOODNIGHT everyonee!! ?,positive,positive,0.9934
"Just about to eat, home made indian food is boak  x",negative,positive,0.4982
_Seattle I totally 4 got about Golden Girls that is a gr8 Show,positive,positive,0.683
_**** i`m just about to start the second one  theres only two up yeah?,neutral,neutral,0.854
Decided I should study  (finger down throat making gaging noises) Hate MFs!!,negative,negative,0.8685
"being lazy the rain does that to me  gym&&tanning is possibe, work && a small social gathering around tha corner",neutral,neutral,0.5228
 You can`t make it down to NYC at all when I`m there huh?,negative,negative,0.5201
_is_one84 Those suck so bad.,negative,negative,0.9749
 welcome back! I`m stuck in jury duty today.,neutral,neutral,0.4527
rught brb on me ipod. if i randomly go off its cos me internet breaks,neutral,negative,0.522
 morning Newt...hope you are well!,positive,positive,0.9229
is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah,negative,negative,0.8228
Relaxing after a busy week and a tedious Saturday . . .,positive,positive,0.7271
"can`t wait to be at home again.. let the sun shine and warm my frozen bones, please!",neutral,positive,0.9757
_kelly PJ days are the best days,positive,positive,0.9666
"I thought that there was going to be another Def Jam Fighting game, but then it turned out to be crappy karaoke game. I miss the fighting",negative,negative,0.9332
Morning. Off to school... Ickkk!,neutral,positive,0.6546
"If you keep up with the 140 character limitation, you will soon be writing more like Shakespeare, than a garrulous fourth-grade scribe.",neutral,negative,0.5035
 If only they weren`t in Shelby Twp,neutral,neutral,0.6249
"Man, the French Open has been on for a week and I haven`t had the opportunity to catch a single match",negative,negative,0.6754
Guys. Just got someone with saran wrap. Tuesdays video shall be awesome,positive,positive,0.9764
thinks that Pipers molars are cutting thru  we had a nice lil nap me and the girl...now just another friday night at home w/ the lil ones,neutral,positive,0.6303
 not funny,negative,negative,0.9614
" Oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)",negative,negative,0.619
